alias,canonical_role_id,canonical_role,evidence_count
H开发工程师,backend-engineer,后端工程师,1
H放射科医生,backend-engineer,后端工程师,1
ICU护士,backend-engineer,后端工程师,1
IC投资顾问（不限地域）,backend-engineer,后端工程师,1
IDC值班员MALAI,backend-engineer,后端工程师,1
IDC合约专家-基础设施（上海）,backend-engineer,后端工程师,1
IDC合约专家-基础设施（北京）,backend-engineer,后端工程师,1
IDC数据服务专员,backend-engineer,后端工程师,1
IDC智能化技术专家-基础设施（北京/上海/深圳）,backend-engineer,后端工程师,1
IEPE工程师,backend-engineer,后端工程师,1
IE工程师(J10051),backend-engineer,后端工程师,1
IE工艺工程师,backend-engineer,后端工程师,1
IE技术员,backend-engineer,后端工程师,1
IE经理,backend-engineer,后端工程师,1
IP/CNSL,backend-engineer,后端工程师,1
IPD管理工程师,backend-engineer,后端工程师,1
IP操盘手,backend-engineer,后端工程师,1
IQC工程师,backend-engineer,后端工程师,1
IQC经理,backend-engineer,后端工程师,1
ISC变革办公室-流程专员（实习生）(J16287),backend-engineer,后端工程师,1
ISO体系专员,backend-engineer,后端工程师,1
ISO审核员,backend-engineer,后端工程师,1
IT Data Engineer(Semantic Layer & Data Products),backend-engineer,后端工程师,1
IT HelpDesk,backend-engineer,后端工程师,1
IT developer (Contingent Worker),backend-engineer,后端工程师,1
IT信息化经理,backend-engineer,后端工程师,1
IT工程师主管,backend-engineer,后端工程师,1
IT工程师（应届生可投）,backend-engineer,后端工程师,1
IT开发工程师,backend-engineer,后端工程师,1
IT技术主管,backend-engineer,后端工程师,1
IT技术人员,backend-engineer,后端工程师,1
IT技术工程师,backend-engineer,后端工程师,1
IT技术支持/维护经理,backend-engineer,后端工程师,1
IT技术支持工程师--北京,backend-engineer,后端工程师,1
IT技术文员,backend-engineer,后端工程师,1
IT支持,backend-engineer,后端工程师,1
IT支持工程师,backend-engineer,后端工程师,1
IT文员,backend-engineer,后端工程师,1
IT术支持,backend-engineer,后端工程师,1
IT程序员网管,backend-engineer,后端工程师,1
IT管理副经理,backend-engineer,后端工程师,1
IT管理工程师,backend-engineer,后端工程师,1
IT经理,backend-engineer,后端工程师,1
IT网络硬件工程师(J10963),backend-engineer,后端工程师,1
IT自控工程师,backend-engineer,后端工程师,1
IT行业大客户销售代表（双休+六险一金+带薪年假）,backend-engineer,后端工程师,1
IT行政专员,backend-engineer,后端工程师,1
IT软件工程师,backend-engineer,后端工程师,1
IT需求管理工程师,backend-engineer,后端工程师,1
IT项目管理工程师,backend-engineer,后端工程师,1
IVD售前售后团队负责人,backend-engineer,后端工程师,1
IVD试剂销售（可接受医药专业应届生）,backend-engineer,后端工程师,1
Import&Export Specialist,backend-engineer,后端工程师,1
Informed Consent Sr. Specialist 北京/上海/成都/广州,backend-engineer,后端工程师,1
Intern90649,backend-engineer,后端工程师,1
Internal Control Manager,backend-engineer,后端工程师,1
IoT实施工程师,backend-engineer,后端工程师,1
JF纯接听客服,backend-engineer,后端工程师,1
KA 信息流投放负责人(红书/抖音 KA客户),backend-engineer,后端工程师,1
KAM-北京(A75692),backend-engineer,后端工程师,1
KA医生招募经理/医药代表 (MJ000054),backend-engineer,后端工程师,1
KA大客户销售经理 (MJ140383),backend-engineer,后端工程师,1
KA大客户销售（物流运输方向）,backend-engineer,后端工程师,1
KA渠道业务/速冻食品/综合7k+,backend-engineer,后端工程师,1
KA销售（数据采集方向）,backend-engineer,后端工程师,1
KA高级销售经理,backend-engineer,后端工程师,1
KOL市场营销,backend-engineer,后端工程师,1
Key Account Manager – Shipowner / Marine Industry,backend-engineer,后端工程师,1
"Key Account Manager, Railway OEM",backend-engineer,后端工程师,1
LDAR项目主管,backend-engineer,后端工程师,1
LED工程师,backend-engineer,后端工程师,1
LED汽车灯电子工程师,backend-engineer,后端工程师,1
LKA销售主管,backend-engineer,后端工程师,1
LKA销售经理,backend-engineer,后端工程师,1
LNG技术员,backend-engineer,后端工程师,1
LNG灌装操作工,backend-engineer,后端工程师,1
LTE网络化工程师,backend-engineer,后端工程师,1
"Lead Specialist, CX",backend-engineer,后端工程师,1
Legal Counsel,backend-engineer,后端工程师,1
Legal Counsel - Data Privacy,backend-engineer,后端工程师,1
Legal Counsel – Global Compliance and Legal Affairs,backend-engineer,后端工程师,1
Legal Operation,backend-engineer,后端工程师,1
L人事专员专员,backend-engineer,后端工程师,1
MBA教育中心研究生教务岗（国际）.,backend-engineer,后端工程师,1
MCAD实施顾问（不限制Base地）,backend-engineer,后端工程师,1
MCMTORY BURCH销售顾问,backend-engineer,后端工程师,1
MCN达人商务BD,backend-engineer,后端工程师,1
MCN达人经纪,backend-engineer,后端工程师,1
MCU嵌入式软件开发工程师,backend-engineer,后端工程师,1
MCU开发,backend-engineer,后端工程师,1
MC专员,backend-engineer,后端工程师,1
MEMS研发工程师,backend-engineer,后端工程师,1
MEMS研发总监,backend-engineer,后端工程师,1
MES主管,backend-engineer,后端工程师,1
MES实施工程师,backend-engineer,后端工程师,1
MES实施顾问,backend-engineer,后端工程师,1
MES级业务顾问,backend-engineer,后端工程师,1
MES通讯工程师,backend-engineer,后端工程师,1
ME工程师,backend-engineer,后端工程师,1
MM实施顾问,backend-engineer,后端工程师,1
MSE-医疗器械售后维修工程师（北京）,backend-engineer,后端工程师,1
Market Intelligence Specialist （外包合同）,backend-engineer,后端工程师,1
Media Planning Manager 媒介策划经理,backend-engineer,后端工程师,1
Merchandising Assistant,backend-engineer,后端工程师,1
M机械工程师creo/proe,backend-engineer,后端工程师,1
NBS经理人,backend-engineer,后端工程师,1
NC程序员,backend-engineer,后端工程师,1
NDT,backend-engineer,后端工程师,1
NPI 工艺工程师 - 组装 机械,backend-engineer,后端工程师,1
NPI工程师(刻蚀方向),backend-engineer,后端工程师,1
NPI设备工程师,backend-engineer,后端工程师,1
NVH仿真分析,backend-engineer,后端工程师,1
NVH仿真工程师,backend-engineer,后端工程师,1
NVH仿真研发岗,backend-engineer,后端工程师,1
NX技术工程师,backend-engineer,后端工程师,1
Network L3 Administrator,backend-engineer,后端工程师,1
New Era嘉里中心潮牌新店店长,backend-engineer,后端工程师,1
O2O副总,backend-engineer,后端工程师,1
OA实施工程师,backend-engineer,后端工程师,1
ODM采购经理,backend-engineer,后端工程师,1
OEM专员,backend-engineer,后端工程师,1
OEM销售工程师,backend-engineer,后端工程师,1
OEM销售技术支持,backend-engineer,后端工程师,1
OP营业代,backend-engineer,后端工程师,1
OS开发主任工程师,backend-engineer,后端工程师,1
OS开发高级工程师,backend-engineer,后端工程师,1
OTA经理,backend-engineer,后端工程师,1
OTC/三终端销售总监,backend-engineer,后端工程师,1
OTC专员-内蒙古,backend-engineer,后端工程师,1
OTC事业部经理,backend-engineer,后端工程师,1
OTC区域销售经理,backend-engineer,后端工程师,1
OTC区经理,backend-engineer,后端工程师,1
OTC城市经理,backend-engineer,后端工程师,1
OTC客户渠道经理（天津）,backend-engineer,后端工程师,1
OTC推广专员,backend-engineer,后端工程师,1
OTC电话商,backend-engineer,后端工程师,1
OTC省区经理,backend-engineer,后端工程师,1
OTC省区经理（京津冀）,backend-engineer,后端工程师,1
OTC营销总监,backend-engineer,后端工程师,1
OTN售前技术支持,backend-engineer,后端工程师,1
Office Manager,backend-engineer,后端工程师,1
Operations Trainer (English Instruction),backend-engineer,后端工程师,1
Oracle数据库开发工程师,backend-engineer,后端工程师,1
Overseas Service Engineer,backend-engineer,后端工程师,1
PA主管,backend-engineer,后端工程师,1
PA服务员,backend-engineer,后端工程师,1
PA经理,backend-engineer,后端工程师,1
PCB Layout 工程师,backend-engineer,后端工程师,1
PCBA维修技术员（需倒班）,backend-engineer,后端工程师,1
PCB制图工程师,backend-engineer,后端工程师,1
PCB工程师,backend-engineer,后端工程师,1
PCB工程师（天津-五险一金）,backend-engineer,后端工程师,1
PCS研发负责人,backend-engineer,后端工程师,1
PC工艺工程师,backend-engineer,后端工程师,1
PC生产主管,backend-engineer,后端工程师,1
PC研究所--研发工程师（工作背景：无机纳米研发）,backend-engineer,后端工程师,1
PDA维修工程师,backend-engineer,后端工程师,1
PDK业务总监,backend-engineer,后端工程师,1
PDT经理,backend-engineer,后端工程师,1
PF工程师,backend-engineer,后端工程师,1
PHP 工程师,backend-engineer,后端工程师,1
PHP中级开发工程师,backend-engineer,后端工程师,1
PHP工程师,backend-engineer,后端工程师,1
PI专员,backend-engineer,后端工程师,1
PLM实施顾问,backend-engineer,后端工程师,1
PLM工程师,backend-engineer,后端工程师,1
PMC Manager (VN),backend-engineer,后端工程师,1
PMC(J10591),backend-engineer,后端工程师,1
PMC(备件计划方向）,backend-engineer,后端工程师,1
PMC主管,backend-engineer,后端工程师,1
PMC主管(J10052),backend-engineer,后端工程师,1
PMC副总监,backend-engineer,后端工程师,1
PMC工程师,backend-engineer,后端工程师,1
PMC技师,backend-engineer,后端工程师,1
PMC经理,backend-engineer,后端工程师,1
POS机销售代表每月,backend-engineer,后端工程师,1
POS销售经理,backend-engineer,后端工程师,1
PPK机械集成开发工程师(偏壳体压铸) (A162114),backend-engineer,后端工程师,1
PPK机械集成开发工程师(偏电机定转子结构)(A112332),backend-engineer,后端工程师,1
PPP咨询经理,backend-engineer,后端工程师,1
PPT工程师,backend-engineer,后端工程师,1
PRD系统组主管-人才发展主管 (MJ052365),backend-engineer,后端工程师,1
PROD QC主管,backend-engineer,后端工程师,1
PR品牌公关（峰会、论坛）,backend-engineer,后端工程师,1
PR实习生,backend-engineer,后端工程师,1
PSPI技术/研发经理,backend-engineer,后端工程师,1
PSPI研发总监,backend-engineer,后端工程师,1
PS内勤,backend-engineer,后端工程师,1
PVC研发工程师,backend-engineer,后端工程师,1
Patent Attorney 专利律师,backend-engineer,后端工程师,1
Power platform开发-远程办公,backend-engineer,后端工程师,1
Product Compliance Manager,backend-engineer,后端工程师,1
Project Procurement Lead,backend-engineer,后端工程师,1
Python教师,backend-engineer,后端工程师,1
QC专员,backend-engineer,后端工程师,1
QC检测,backend-engineer,后端工程师,1
QC检测员,backend-engineer,后端工程师,1
QC检测工程师,backend-engineer,后端工程师,1
QC班组长,backend-engineer,后端工程师,1
QC经理,backend-engineer,后端工程师,1
QC（实验员）,backend-engineer,后端工程师,1
QE工程师,backend-engineer,后端工程师,1
QTC软件开发工程师,backend-engineer,后端工程师,1
R 美术书法老师,backend-engineer,后端工程师,1
RAMS工程师,backend-engineer,后端工程师,1
RA项目注册专员,backend-engineer,后端工程师,1
RPA开发工程师,backend-engineer,后端工程师,1
RPA软件工程师,backend-engineer,后端工程师,1
RTP工艺工程师（实验室）(J10765),backend-engineer,后端工程师,1
Real Estate Manager - North Region,backend-engineer,后端工程师,1
Retail HRBP,backend-engineer,后端工程师,1
R德邦物流递员,backend-engineer,后端工程师,1
R晚五市场专员,backend-engineer,后端工程师,1
SAE/AM (种草),backend-engineer,后端工程师,1
SAE/AM（OA）,backend-engineer,后端工程师,1
SAP ABAP-BTP developer,backend-engineer,后端工程师,1
SAP ABAP开发,backend-engineer,后端工程师,1
SAP FICO顾问,backend-engineer,后端工程师,1
SAP FICO顾问(J12144),backend-engineer,后端工程师,1
SAP HCM实施岗位,backend-engineer,后端工程师,1
SAP MM顾问,backend-engineer,后端工程师,1
SAP SD,backend-engineer,后端工程师,1
SAP WM 实施顾问 (MJ052339),backend-engineer,后端工程师,1
SAPABAP开发工程师,backend-engineer,后端工程师,1
SAP售前顾问,backend-engineer,后端工程师,1
SAP售后顾问,backend-engineer,后端工程师,1
SAP实施顾问（SD模块）-甲方招聘,backend-engineer,后端工程师,1
SAP工程师,backend-engineer,后端工程师,1
SA育婴顾问-通辽10006,backend-engineer,后端工程师,1
SCM专员,backend-engineer,后端工程师,1
SEM竞价专员,backend-engineer,后端工程师,1
SIPI高级工程师,backend-engineer,后端工程师,1
SMBx - BD,backend-engineer,后端工程师,1
SMT PE工程师,backend-engineer,后端工程师,1
SMT外观维修员,backend-engineer,后端工程师,1
SMT工程经理,backend-engineer,后端工程师,1
SMT技术员,backend-engineer,后端工程师,1
SMT技术工程师,backend-engineer,后端工程师,1
SMT组长,backend-engineer,后端工程师,1
SMT设备技术员,backend-engineer,后端工程师,1
SOC架构工程师,backend-engineer,后端工程师,1
SPS烧结操作工,backend-engineer,后端工程师,1
SQE,backend-engineer,后端工程师,1
SQE专家,backend-engineer,后端工程师,1
SQE工程师（外派施耐德）,backend-engineer,后端工程师,1
SQM(J10194),backend-engineer,后端工程师,1
SSC专员(J14084),backend-engineer,后端工程师,1
SSC专员(J14875),backend-engineer,后端工程师,1
SSC专员-员工(J14084),backend-engineer,后端工程师,1
SSC专员-员工关系(J14084),backend-engineer,后端工程师,1
SSC专员/主管(智界汽车),backend-engineer,后端工程师,1
SSC负责人,backend-engineer,后端工程师,1
SST研发总工,backend-engineer,后端工程师,1
SaaS软件销售（用友ERP）,backend-engineer,后端工程师,1
Salomon萨洛蒙-上海青浦百联-副店,backend-engineer,后端工程师,1
Senior / Account Coordinator （Digial）,backend-engineer,后端工程师,1
Senior AR Specialist,backend-engineer,后端工程师,1
Senior ASIC Front-End Synthesis Engineer(J11705),backend-engineer,后端工程师,1
Senior Accounts Receivables Specialist,backend-engineer,后端工程师,1
Senior Auditor(高级审计师),backend-engineer,后端工程师,1
Senior Business Planning Analyst,backend-engineer,后端工程师,1
Senior Commodity Buyer,backend-engineer,后端工程师,1
Senior Commodity Manager Electronics,backend-engineer,后端工程师,1
Senior Director-Animal affair operations,backend-engineer,后端工程师,1
Senior ERP Consultant,backend-engineer,后端工程师,1
Senior Electrical System Manager,backend-engineer,后端工程师,1
Senior Finance Analyst,backend-engineer,后端工程师,1
Senior HVAC Engineer,backend-engineer,后端工程师,1
Senior HW development engineer electric drives电驱动硬件高级开发工程师,backend-engineer,后端工程师,1
"Senior Manager, Client Management",backend-engineer,后端工程师,1
Senior Piping Materials Engineer,backend-engineer,后端工程师,1
"Software Engineering Intern, Backend Development, 2026 Graduate 107174",backend-engineer,后端工程师,1
Software Engineer（考虑应届生）,backend-engineer,后端工程师,1
Software Validation Engineer,backend-engineer,后端工程师,1
Sop Supervisor,backend-engineer,后端工程师,1
Sourcing & Purchasing Manager – China & Asia,backend-engineer,后端工程师,1
"Specialist, Assortment Planning",backend-engineer,后端工程师,1
Sr PD Chemist-Epoxy,backend-engineer,后端工程师,1
Sr PD Chemist-Silicone,backend-engineer,后端工程师,1
Sr. Product Engineer，HR (MJ013890),backend-engineer,后端工程师,1
Station DRI（英文流利）,backend-engineer,后端工程师,1
S店会计,backend-engineer,后端工程师,1
S店保洁员,backend-engineer,后端工程师,1
S店公关经理,backend-engineer,后端工程师,1
S店售后服务接待,backend-engineer,后端工程师,1
S店售后经理,backend-engineer,后端工程师,1
S店店长,backend-engineer,后端工程师,1
S店收银,backend-engineer,后端工程师,1
S店收银员,backend-engineer,后端工程师,1
S店机电工,backend-engineer,后端工程师,1
S店汽车销售,backend-engineer,后端工程师,1
S店汽车销售顾问,backend-engineer,后端工程师,1
S店续保专员,backend-engineer,后端工程师,1
S店钣金中工,backend-engineer,后端工程师,1
S店销售总监,backend-engineer,后端工程师,1
S店销售经理,backend-engineer,后端工程师,1
S支付宝官方售后客服,backend-engineer,后端工程师,1
S管理员,backend-engineer,后端工程师,1
TBOX DRE,backend-engineer,后端工程师,1
TC级专员,backend-engineer,后端工程师,1
TM专员,backend-engineer,后端工程师,1
TNR技术销售,backend-engineer,后端工程师,1
TPS主管,backend-engineer,后端工程师,1
Tagetik 应用支持与开发工程师,backend-engineer,后端工程师,1
Test Automation and Dev Ops Engineer,backend-engineer,后端工程师,1
Test and Measurement Engineer,backend-engineer,后端工程师,1
ToB 软件开发实习生(A201305),backend-engineer,后端工程师,1
ToB企业客户经理（信息服务）,backend-engineer,后端工程师,1
ToF机构客户经理（信息服务）,backend-engineer,后端工程师,1
Training Manager / Trainer,backend-engineer,后端工程师,1
UD级软件工程师,backend-engineer,后端工程师,1
UG技术工程师,backend-engineer,后端工程师,1
VALENTINO - 店铺经理 - 北京SKP女装店,backend-engineer,后端工程师,1
VAVE Senior Specialist,backend-engineer,后端工程师,1
VIP 客户经理,backend-engineer,后端工程师,1
VIP客户维护,backend-engineer,后端工程师,1
VIP服务部经理,backend-engineer,后端工程师,1
VIP管家,backend-engineer,后端工程师,1
VIP营销专员,backend-engineer,后端工程师,1
VMC应用软件开发,backend-engineer,后端工程师,1
VM六安店店长,backend-engineer,后端工程师,1
VOC技术工程师,backend-engineer,后端工程师,1
Vuori零售店铺副经理 - 北京颐堤港,backend-engineer,后端工程师,1
Web服务端开发工程师,backend-engineer,后端工程师,1
Wilson威尔胜-上海天荟-店长,backend-engineer,后端工程师,1
Wilson威尔胜-上海比斯特POP UP-店长,backend-engineer,后端工程师,1
XMC-薪酬主任专员(J11496),backend-engineer,后端工程师,1
X光医生,backend-engineer,后端工程师,1
X射线源销售,backend-engineer,后端工程师,1
"YFE-TC-Senior Engineer,Mechanical (HUD) (MJ002937)",backend-engineer,后端工程师,1
Z市场专员绩效,backend-engineer,后端工程师,1
Z生课程顾问,backend-engineer,后端工程师,1
Z电话销售绩效,backend-engineer,后端工程师,1
Z行政专员,backend-engineer,后端工程师,1
Z课程顾问绩效,backend-engineer,后端工程师,1
[不要错过]120指挥调度员,backend-engineer,后端工程师,1
[不要错过]CAD/CAM/数控,backend-engineer,后端工程师,1
[不要错过]业务办公室卫生专技岗（医师）,backend-engineer,后端工程师,1
[不要错过]中医师、口腔医师、护士、财会、行政,backend-engineer,后端工程师,1
[不要错过]中医技术合伙人,backend-engineer,后端工程师,1
[不要错过]中医科护士长,backend-engineer,后端工程师,1
[不要错过]中医门诊前台,backend-engineer,后端工程师,1
[不要错过]中药剂师,backend-engineer,后端工程师,1
[不要错过]中西医结合,backend-engineer,后端工程师,1
[不要错过]临床助理,backend-engineer,后端工程师,1
[不要错过]临床医师,backend-engineer,后端工程师,1
[不要错过]临床医师、医学影像,backend-engineer,后端工程师,1
[不要错过]临床医师、影像医师、蒙医医师、护士,backend-engineer,后端工程师,1
[不要错过]临床医师、影像医师、麻醉医师、中医师、感,backend-engineer,后端工程师,1
[不要错过]临床医生,backend-engineer,后端工程师,1
[不要错过]企划主管,backend-engineer,后端工程师,1
[不要错过]体检医师（包括助理医师）实习生,backend-engineer,后端工程师,1
[不要错过]保洁,backend-engineer,后端工程师,1
[不要错过]保洁人员,backend-engineer,后端工程师,1
"[不要错过]信息科,医务科",backend-engineer,后端工程师,1
[不要错过]健康专员,backend-engineer,后端工程师,1
[不要错过]健康管理师,backend-engineer,后端工程师,1
[不要错过]公务车驾驶员,backend-engineer,后端工程师,1
[不要错过]内科执业医师助理,backend-engineer,后端工程师,1
[不要错过]医务处质控干事,backend-engineer,后端工程师,1
[不要错过]医务科,backend-engineer,后端工程师,1
[不要错过]医学影像技师,backend-engineer,后端工程师,1
[不要错过]医学检验,backend-engineer,后端工程师,1
[不要错过]医学检验岗、公卫科护士、慢病科护士,backend-engineer,后端工程师,1
[不要错过]医师、药师、护理,backend-engineer,后端工程师,1
[不要错过]医生,backend-engineer,后端工程师,1
[不要错过]医美咨询师,backend-engineer,后端工程师,1
[不要错过]医美网络咨询,backend-engineer,后端工程师,1
[不要错过]口扫人员,backend-engineer,后端工程师,1
[不要错过]口腔助理医师,backend-engineer,后端工程师,1
[不要错过]口腔助理医生,backend-engineer,后端工程师,1
[不要错过]口腔医师,backend-engineer,后端工程师,1
"[不要错过]口腔医生,正畸医生,种植医生,洁牙师",backend-engineer,后端工程师,1
[不要错过]口腔医生，实习生,backend-engineer,后端工程师,1
[不要错过]口腔医生，正畸医生,backend-engineer,后端工程师,1
[不要错过]口腔导诊,backend-engineer,后端工程师,1
[不要错过]口腔店内销售,backend-engineer,后端工程师,1
[不要错过]口腔执业医生,backend-engineer,后端工程师,1
"[不要错过]口腔护士,内科护士,中医护士",backend-engineer,后端工程师,1
"[不要错过]口腔护士,护士",backend-engineer,后端工程师,1
[不要错过]口腔销售,backend-engineer,后端工程师,1
[不要错过]口腔门诊前台,backend-engineer,后端工程师,1
[不要错过]咨询助理,backend-engineer,后端工程师,1
[不要错过]品牌企划主管,backend-engineer,后端工程师,1
[不要错过]外科医师岗、护理岗,backend-engineer,后端工程师,1
[不要错过]大客户经理,backend-engineer,后端工程师,1
[不要错过]妇科住院部 护士护工,backend-engineer,后端工程师,1
[不要错过]妇科医生,backend-engineer,后端工程师,1
[不要错过]实习/兼职,backend-engineer,后端工程师,1
"[不要错过]实习/进修,口腔医生",backend-engineer,后端工程师,1
"[不要错过]实习/进修,口腔医生,洁牙师",backend-engineer,后端工程师,1
[不要错过]实习生,backend-engineer,后端工程师,1
[不要错过]实验检测员,backend-engineer,后端工程师,1
[不要错过]客服专员,backend-engineer,后端工程师,1
[不要错过]客服咨询,backend-engineer,后端工程师,1
[不要错过]导医,backend-engineer,后端工程师,1
[不要错过]小儿推拿师,backend-engineer,后端工程师,1
[不要错过]工作人员（定向护士）,backend-engineer,后端工程师,1
[不要错过]市场推广专员,backend-engineer,后端工程师,1
[不要错过]市场渠道,backend-engineer,后端工程师,1
[不要错过]康复医师,backend-engineer,后端工程师,1
"[不要错过]康复医师,康复治疗师/士",backend-engineer,后端工程师,1
[不要错过]康复师,backend-engineer,后端工程师,1
[不要错过]康复治疗师,backend-engineer,后端工程师,1
[不要错过]康复治疗师/士,backend-engineer,后端工程师,1
[不要错过]彩超医生,backend-engineer,后端工程师,1
"[不要错过]影像科,心电图/脑电图,放射科,彩超,磁",backend-engineer,后端工程师,1
[不要错过]心理咨询师_,backend-engineer,后端工程师,1
[不要错过]快乐助理,backend-engineer,后端工程师,1
[不要错过]急诊医生,backend-engineer,后端工程师,1
[不要错过]总经理助理,backend-engineer,后端工程师,1
[不要错过]患者咨询-健康顾问,backend-engineer,后端工程师,1
[不要错过]患者招募专员天津,backend-engineer,后端工程师,1
[不要错过]执业药师,backend-engineer,后端工程师,1
[不要错过]执业药师或执业中药师,backend-engineer,后端工程师,1
[不要错过]抓药煎药工作人员3名,backend-engineer,后端工程师,1
"[不要错过]护士,",backend-engineer,后端工程师,1
"[不要错过]护士,内科护士",backend-engineer,后端工程师,1
"[不要错过]护士,口腔护士,护士长/护理主任",backend-engineer,后端工程师,1
[不要错过]护士长（医疗美容）,backend-engineer,后端工程师,1
"[不要错过]护理,口腔护士,妇科护士,儿科护士,整形",backend-engineer,后端工程师,1
[不要错过]护理人员,backend-engineer,后端工程师,1
[不要错过]护理学、医学检验、临床医学类、蒙医学,backend-engineer,后端工程师,1
[不要错过]招聘专员,backend-engineer,后端工程师,1
[不要错过]放射技师,backend-engineer,后端工程师,1
"[不要错过]放射科,B超,彩超",backend-engineer,后端工程师,1
[不要错过]放射科医师,backend-engineer,后端工程师,1
[不要错过]文秘,backend-engineer,后端工程师,1
[不要错过]检验士,backend-engineer,后端工程师,1
[不要错过]洁牙师,backend-engineer,后端工程师,1
[不要错过]理疗师,backend-engineer,后端工程师,1
[不要错过]病房护士,backend-engineer,后端工程师,1
[不要错过]皮肤科,backend-engineer,后端工程师,1
[不要错过]种植师,backend-engineer,后端工程师,1
[不要错过]管理院长,backend-engineer,后端工程师,1
[不要错过]精神科医生、内科医生,backend-engineer,后端工程师,1
[不要错过]精神科护士长,backend-engineer,后端工程师,1
[不要错过]网电咨询专员,backend-engineer,后端工程师,1
[不要错过]美容美体,backend-engineer,后端工程师,1
[不要错过]美容美体师,backend-engineer,后端工程师,1
[不要错过]艾灸店后备店长,backend-engineer,后端工程师,1
[不要错过]艾灸项目主管,backend-engineer,后端工程师,1
[不要错过]药剂师/士,backend-engineer,后端工程师,1
[不要错过]药工/药士/营业员/收银,backend-engineer,后端工程师,1
[不要错过]药师/执业药师,backend-engineer,后端工程师,1
[不要错过]药店营业员（金山分店）,backend-engineer,后端工程师,1
[不要错过]营销/咨询/企划/顾问,backend-engineer,后端工程师,1
"[不要错过]营销/咨询/企划/顾问,口腔销售",backend-engineer,后端工程师,1
[不要错过]营销/宣传,backend-engineer,后端工程师,1
[不要错过]蒙医、内外科医师、妇产科医师、五官科医师,backend-engineer,后端工程师,1
[不要错过]行政-后勤-人事-文员-财务-客服,backend-engineer,后端工程师,1
[不要错过]视频剪辑,backend-engineer,后端工程师,1
"[不要错过]财务,导医,收银",backend-engineer,后端工程师,1
[不要错过]财务管理、超声波医学医生、护士、口腔医生,backend-engineer,后端工程师,1
[不要错过]运动康复师助理,backend-engineer,后端工程师,1
[不要错过]采血护士,backend-engineer,后端工程师,1
[不要错过]采购/开单/仓管,backend-engineer,后端工程师,1
[不要错过]销售,backend-engineer,后端工程师,1
[不要错过]麻醉科医师,backend-engineer,后端工程师,1
[不要错过]齿愽士诚聘口腔护士,backend-engineer,后端工程师,1
[待遇优]B超医生,backend-engineer,后端工程师,1
[待遇优]NGS检验技术员,backend-engineer,后端工程师,1
[待遇优]万莲路口腔招聘护士,backend-engineer,后端工程师,1
[待遇优]上海爱亲仁护理院-康复治疗师/士,backend-engineer,后端工程师,1
[待遇优]上瓷部,backend-engineer,后端工程师,1
[待遇优]业务员,backend-engineer,后端工程师,1
[待遇优]中医医助,backend-engineer,后端工程师,1
[待遇优]中医医生、康复保健师,backend-engineer,后端工程师,1
[待遇优]中医小儿推拿师,backend-engineer,后端工程师,1
[待遇优]中医科、针灸推拿科、医学影像技术、临床医,backend-engineer,后端工程师,1
[待遇优]中药药师,backend-engineer,后端工程师,1
[待遇优]临床医师,backend-engineer,后端工程师,1
[待遇优]临床医师、影像医师,backend-engineer,后端工程师,1
[待遇优]人资助理,backend-engineer,后端工程师,1
[待遇优]优秀营业员数名（薪酬高于同行业）,backend-engineer,后端工程师,1
[待遇优]体检,backend-engineer,后端工程师,1
[待遇优]体检医生,backend-engineer,后端工程师,1
[待遇优]健康管理师/营养师,backend-engineer,后端工程师,1
[待遇优]儿科医生,backend-engineer,后端工程师,1
[待遇优]儿科学、妇产科学、中医妇科学,backend-engineer,后端工程师,1
[待遇优]全瓷/精密附件/3d打印,backend-engineer,后端工程师,1
[待遇优]公共卫生、检验,backend-engineer,后端工程师,1
[待遇优]兼职护士,backend-engineer,后端工程师,1
[待遇优]内科全科医生,backend-engineer,后端工程师,1
[待遇优]内科执业医生,backend-engineer,后端工程师,1
[待遇优]出纳,backend-engineer,后端工程师,1
[待遇优]前台,backend-engineer,后端工程师,1
[待遇优]前台客服专员,backend-engineer,后端工程师,1
[待遇优]前台管理,backend-engineer,后端工程师,1
[待遇优]助理医师,backend-engineer,后端工程师,1
"[待遇优]助理医师,口腔医生,正畸医生,实习/进修",backend-engineer,后端工程师,1
[待遇优]助理医生,backend-engineer,后端工程师,1
[待遇优]化验,backend-engineer,后端工程师,1
[待遇优]医保管理,backend-engineer,后端工程师,1
[待遇优]医助,backend-engineer,后端工程师,1
[待遇优]医学检验、公共卫生,backend-engineer,后端工程师,1
[待遇优]医学编辑,backend-engineer,后端工程师,1
[待遇优]医师、护士、药剂工作人员、检验工作人员,backend-engineer,后端工程师,1
[待遇优]医政助理,backend-engineer,后端工程师,1
[待遇优]医生助理,backend-engineer,后端工程师,1
[待遇优]医疗、检验、护理、超声科、预防医学科、计,backend-engineer,后端工程师,1
[待遇优]医美咨询,backend-engineer,后端工程师,1
[待遇优]医美市场经理,backend-engineer,后端工程师,1
[待遇优]医美销售/督导,backend-engineer,后端工程师,1
[待遇优]医药代表,backend-engineer,后端工程师,1
[待遇优]医药咨询顾问,backend-engineer,后端工程师,1
[待遇优]卫生专业技术人员,backend-engineer,后端工程师,1
[待遇优]厨师/学徒,backend-engineer,后端工程师,1
[待遇优]口扫技师（赤峰）,backend-engineer,后端工程师,1
[待遇优]口腔助理医师,backend-engineer,后端工程师,1
